"U","Kf","h"
0.0008393695,4.73897e-05,169.873259788783
0.00814803,0.0004897872,158.226904056256
0.0002287038,1.833976e-06,1494.84485096168
0.003427194,1.044925e-05,3173.10485560666
0.007277669,8.600187e-05,751.86300506129
0.002558038,0.0002277108,100.2872579799
0.009343009,0.0003913762,211.169357690322
0.004164146,1.381732e-05,2648.49840350545
0.005302004,6.052313e-05,778.857061334173
0.0001219372,0.0003062277,49.9120431155409
0.007663235,2.37543e-05,3019.57510516503
0.0007520949,3.784612e-07,7544.31266303162
0.002788616,0.0006759718,49.9770898653929
0.006677539,0.0001773233,334.877754210875
0.00479294,6.286949e-06,8614.69396898225
0.001801707,3.519915e-05,497.101955378407
0.009401845,4.278776e-05,2063.00552383994
0.00468705,0.0001217132,329.086568763585
0.006512726,7.919519e-06,8513.65216101922
0.006019022,0.0009822275,54.618623960732
0.001303013,1.950503e-05,609.461844112962
0.00861168,0.0002169432,341.684770288659
0.000693098,4.443816e-06,1689.47001386788
0.003582369,7.659865e-05,397.851357723407
0.007123698,1.089414e-05,6644.91218006294
0.002093183,0.0005511512,49.946575088598
0.00904061,1.723284e-05,5353.21425472341
0.003856616,0.0003422105,101.258547010929
0.00561919,0.0002438834,202.997032585932
0.0004339826,6.937428e-05,56.3649740648406
0.00797468,0.0006209339,114.659083685037
0.001064286,1.666754e-06,7509.4290716478
0.003105193,3.141412e-05,915.278566839191
0.006370607,3.806153e-05,1557.30754690294
0.001499916,0.0001343877,92.3258452720788
0.009718956,0.0001100727,796.804844342473
0.001799769,9.422214e-06,1955.29307331611
0.00499902,5.569354e-05,871.16532839555
0.005716698,2.151931e-05,2363.57830165553
0.000995558,0.0007597241,49.9565910420521
0.008304824,9.749998e-05,750.696702611199
0.0003861005,1.143436e-07,3892.22033895552
0.003280654,0.0001935409,144.31105075263
0.007435068,0.0004320274,155.820491337833
0.002409685,1.229407e-05,1880.38879034793
0.009132481,0.0001641838,486.039826973284
0.002376595,5.873505e-06,4252.33526531786
0.004412555,3.258995e-05,1258.1275414916
0.005053606,2.559816e-05,1876.27629244352
0.0003324572,0.0007284641,49.9003386457204
0.00771851,5.654125e-05,1297.11061611154
0.00269433,0.0002860921,88.2460402646559
0.006771816,0.0004179903,140.548190915083
0.001746442,1.475633e-05,1201.13440085781
0.00443347,0.0005114309,81.2461804796359
0.006272594,0.0002343069,224.690003630115
0.003070932,4.756661e-06,6878.96102096585
0.001087397,8.273205e-05,114.681366892616
0.008551383,0.0009196964,80.8971973447789
0.0004779345,1.050454e-06,4662.51884408153
0.003681905,1.8264e-05,1801.51106882364
0.007024172,4.580061e-05,1369.01588093803
0.002153472,0.0001302785,143.667247720562
0.008825785,4.073991e-05,1892.7526417962
0.00411098,0.0001438502,247.563648857852
0.005364815,0.0005814278,82.1117315804555
0.0006488155,2.941426e-05,202.299049956001
0.008035459,0.0002634108,275.268403199722
0.001278968,3.938446e-06,3744.77569070306
0.003006157,7.492673e-05,364.013449714265
0.006469652,1.599096e-05,3989.75324245821
0.001439127,0.0003175587,49.9753770459637
0.009928757,0.0004613864,189.120872314381
0.004749904,1.313004e-05,3969.29904778899
0.005965822,9.108918e-05,574.886050376417
0.0007857461,0.0001808082,49.949341239915
0.008249143,2.319035e-05,3375.37877615774
0.0001758357,4.795872e-07,1780.47326497113
0.003374515,0.0008186934,49.9310450574816
0.007341197,0.0001019135,642.09657680612
0.004138931,8.802879e-06,4623.82196117499
0.002465374,5.156684e-05,426.449283922393
0.009290481,3.011849e-05,2874.26172481164
0.004264807,0.0006425339,53.9607503839768
0.005209793,0.0001395422,340.115456584515
0.003481131,6.90101e-06,4938.45840297079
0.0001853135,3.694845e-05,49.986485048521
0.007571969,0.0003556545,187.002352247146
0.0008144137,3.12974e-06,3333.86204861718
0.002851124,1.67486e-05,1614.20280138122
0.006623462,6.645119e-05,948.339929955432
0.00190384,0.0002520613,71.9389271666041
0.009465493,0.0001994274,415.371230936522
0.00139098,5.596437e-06,2524.27615407875
0.004594493,9.387207e-05,423.212884676637
0.00612001,1.187744e-05,5078.29693769539
0.001250232,0.0004507387,49.9458144842425
0.008713613,5.387145e-05,1509.04550199103
0.0006395618,1.92739e-07,6423.53030335603
0.00352872,0.000114947,269.469576876145
0.005510251,9.708272e-06,5590.41865575666
0.007185798,0.0007819098,82.3716165484219
0.002002099,2.070005e-05,900.08676755774
0.008978366,0.0006589761,122.560724190851
0.003948146,2.500747e-05,1562.20962778082
0.005516792,3.59456e-05,1381.55749345318
0.0004877951,0.0001691995,49.8975060400601
0.007873831,1.409324e-05,5393.78204960273
0.003157533,0.0003730985,69.3107771363663
0.00630742,0.00029888,189.721246259843
0.001592315,6.377312e-05,224.930577242351
0.009772568,8.025385e-05,1083.36481851812
0.00489705,0.000212498,202.33826013042
0.00580782,0.0005236791,98.9556398564958
0.0009334964,1.117197e-05,810.091147245104
0.008397495,0.0001155429,648.478757429676
0.0003223773,7.757931e-06,456.524118562229
0.003217119,4.382731e-05,636.505712336607
0.007487736,2.045481e-05,3610.62152261234
0.002308583,0.0009632687,49.9522749911958
0.006666127,0.0004711925,123.869258019937
0.000629213,1.853944e-05,324.699339114601
0.007582705,4.43994e-05,1543.84392745715
0.002173293,4.22242e-06,5517.463874376
0.004009612,0.0002004323,168.610005557799
0.005134206,1.025327e-05,5018.31630385093
0.001580451,0.0008218723,49.9126499030061
0.009172632,0.0001105703,802.190961016244
0.003155056,7.764001e-05,359.058784245493
0.007063358,6.604861e-05,909.674630909311
0.002611435,6.761303e-06,4070.41444646939
0.0007364438,0.000167105,49.9855502218956
0.008633129,0.0006981905,116.28957330158
0.004770036,1.553509e-05,2978.04774729735
0.006286145,0.0003146754,183.676138459105
0.002403715,3.907226e-05,587.760665402899
0.00966171,2.906536e-05,2952.69027768673
0.0002404316,2.813467e-06,943.444504518548
0.003315459,0.0004157024,73.7806674983031
0.00630672,2.210852e-05,2677.04319209536
0.0002586321,0.0004903033,49.9838930680374
0.007864688,0.0002087952,343.494869292729
0.004302779,5.288899e-05,737.560088715109
0.005498387,0.0009192766,51.7497498073999
0.001955814,1.31358e-05,1451.48632919589
0.008885716,9.935673e-05,764.505867750109
0.001020665,9.546178e-06,1082.51520718455
0.002856965,0.000123811,214.202110658439
0.007433958,0.0001401205,472.550170963327
0.00109587,6.34728e-05,154.753118280203
0.008339943,1.491214e-05,5662.53146168661
0.004488034,0.0005861114,68.3805183731881
0.005910801,3.493149e-05,1544.60080511815
0.002039554,0.0002456087,71.3791195591425
0.009959782,0.0003248368,257.15228948676
0.0004898842,3.37942e-07,4922.8651659067
0.003602356,2.595578e-05,1335.06660986274
0.006784328,4.915727e-05,1244.89563836523
0.00351186,5.074683e-06,7102.46334826504
0.0004380404,0.0002246526,49.9870045723863
0.007696525,0.0005275797,134.324707699414
0.003814059,2.054724e-05,1725.74013720075
0.005330355,0.0001328775,367.736349645716
0.001467227,9.258027e-05,133.073639278207
0.009363191,1.223909e-05,7217.87966999469
0.003036242,0.0009866676,49.9863112043437
0.006945307,0.0006306691,97.921811965913
0.0009277697,1.3859e-05,609.442016177875
0.008519156,5.899457e-05,1281.58523057321
0.001852949,5.664207e-06,3662.4018231321
0.00496544,0.0001507628,311.075512903659
0.006090145,2.418381e-05,2357.50905312071
0.002517093,0.0003486486,62.2350170331606
0.009470998,0.0002635954,319.598736370304
0.0003590966,2.69839e-07,3616.43710448882
0.003434124,3.254919e-05,1034.68339682452
0.00649743,0.0001866909,307.71089653649
0.0001399694,4.766596e-05,49.9881924613293
0.008060685,1.990194e-05,3854.42725092245
0.004189404,0.000438917,90.5268105726627
0.005612357,8.351631e-05,637.611146417447
0.004834212,8.536241e-06,6059.38790407367
0.001760412,0.0001027873,158.115613202099
0.009003765,0.0007640713,102.099887736975
0.000829341,8.025441e-07,8309.15141931182
0.002665642,1.102848e-05,2491.00445433082
0.007243397,1.667686e-05,4329.47129666458
0.001214686,0.0006503691,49.9303190403043
0.008143793,0.0001556478,469.574899649214
0.004601261,7.090764e-05,564.922338151162
0.005069992,7.256674e-06,7374.2263995147
0.005796979,0.0003864685,144.284685157272
0.00223511,3.126302e-05,623.598832309604
0.009841579,4.202932e-05,2056.95413482741
0.0006810591,4.004332e-06,2037.95505679994
0.003793531,0.0002925243,111.516149371092
0.006710892,1.270644e-05,5497.43346759484
0.0006643505,0.0008843528,49.9678465277144
0.007612817,0.0001189599,601.174379590993
0.004049433,9.622992e-05,380.252124355492
0.00577529,9.834322e-06,5672.2000136015
0.00509196,0.0005056615,85.5760935410707
0.001547912,2.303657e-05,641.816157122521
0.009135069,5.516191e-05,1509.96013123343
0.001231664,5.245205e-06,2560.1103962542
0.003107864,0.0002151256,121.813147544973
0.007183097,0.0002527376,248.211139643996
0.0008464797,3.647911e-05,211.181898187717
0.008747883,2.713266e-05,2889.16703491202
0.001781931,2.627493e-06,7148.99892816478
0.004894423,0.0003339279,133.273225819026
0.006164185,6.125912e-05,918.948493567528
0.004128915,6.270129e-06,6901.26469051667
0.002291387,0.000135103,152.063142954922
0.009554101,0.0005644047,156.27956876338
0.0001231186,5.933239e-07,1251.70112988289
0.003198146,1.441066e-05,2021.91812263167
0.006414327,0.0008563723,66.8399327295709
0.0003759468,1.057444e-05,362.761742664622
0.007986646,7.999397e-05,829.213797126133
0.002538928,7.682567e-06,3234.89200868054
0.004415109,0.0001153221,335.648178176676
0.00538363,1.783512e-05,3025.71400369553
0.00183143,0.0004557909,49.9307799008763
0.008765975,0.0001941246,374.543339989651
0.002746932,4.265978e-05,570.216761375122
0.00747152,3.767316e-05,1870.0887790351
0.002980573,3.885859e-06,8491.42870994476
0.001143064,0.0003037008,49.8569478739486
0.008382188,0.0004017228,185.726261172288
0.004520574,2.798892e-05,1567.60246264457
0.005880686,0.0001745085,298.044103148379
0.001999736,6.796571e-05,254.827326838781
0.009915014,1.596986e-05,6311.82985861135
0.0004547495,1.562037e-06,3305.07786746762
0.003567222,0.0007298477,49.9952376557972
0.006901463,0.000107446,626.921610540104
0.0005455437,8.585515e-05,56.3634383484644
0.007808977,1.134839e-05,6657.69564175527
0.003936215,0.0007979372,49.9458432445472
0.005205791,4.590145e-05,1019.68682398175
0.001352366,0.0001804095,72.8791329758816
0.009253281,0.0004236168,189.677530049234
0.002916698,1.918896e-05,1455.40742603794
0.006992378,3.003757e-05,2179.95654533181
0.0009651331,0.0003743127,49.9717788971078
0.008551876,0.0002829578,264.381717910861
0.005007789,4.043331e-05,1213.42659381438
0.006050205,0.0006783309,80.8243148865636
0.00248678,1.718219e-05,1433.7674027025
0.009436043,7.313003e-05,1227.63594815793
0.0003144327,7.020398e-06,519.317281269132
0.00338946,0.0001621786,188.185928549447
0.006532388,8.946532e-05,681.838791329537
0.003298311,9.140436e-06,3872.39244937574
0.0001846304,0.0001279586,49.9337493865941
0.008100629,0.0009513203,77.0213315191845
0.004219714,1.181245e-05,3340.82107443869
0.005579639,0.0002309439,215.868618506231
0.001718062,5.138524e-05,305.66046008249
0.008956696,2.145796e-05,4079.33647053818
0.0007919759,2.081176e-06,4667.88860113855
0.002628276,0.0005428834,49.8667026163607
0.00735331,0.0003592129,171.841031295077
0.001334227,2.522356e-05,493.816241808685
0.008268359,3.391492e-05,2553.11183808542
0.001641109,3.229873e-06,6182.43102974717
0.004716118,0.000271857,145.734262269518
0.005684529,1.342308e-05,4059.2161818267
0.002112951,0.0006059481,49.9978739372611
0.009724446,0.0001450378,604.615422427192
0.000573554,1.496016e-07,5765.52218171954
0.003686026,5.706525e-05,560.227099200555
